n,YJ,JH
6631,-0.0403999999999982,1.5341
6632,0.0154999999999994,1.602
6633,-0.0947999999999993,1.438
6634,0.0801000000000016,1.6825
6635,0.0276999999999994,1.545
6636,-0.0245999999999995,1.5334
6637,-0.00700000000000145,1.5076
6638,0.186399999999999,1.7449
6639,0.136499999999998,1.6444
6640,0.0793999999999997,1.4507
6641,-0.127300000000002,1.3889
6642,-0.282599999999999,0.955099999999998
6643,0.00750000000000028,1.4354
6644,-0.0790000000000006,1.4708
6645,-0.0579000000000001,1.5707
6646,-0.0665000000000013,1.452
6647,-0.0429999999999993,1.5198
6648,0.0105000000000004,1.7598
6649,0.1694,1.8499
6650,-0.00559999999999761,1.3951
6651,-0.162800000000001,1.3986
6652,-0.0993999999999993,1.5252
6653,-0.162800000000001,1.4469
6654,0.164,0.2791
6655,-0.134399999999999,1.3653
6656,-0.109099999999998,1.4242
6657,-0.0753000000000004,1.5006
6658,-0.171399999999998,1.5316
6659,-0.196,1.4674
6660,-0.3599,1.8139
6661,-0.0332000000000008,1.5823
6662,-0.000200000000003087,1.3556
6663,-0.030899999999999,1.4731
6664,0.0670999999999999,0.6022
6665,0.030800000000001,1.331
6666,-0.0885999999999996,1.4308
6667,-0.0495000000000001,1.522
6668,-0.186799999999998,1.4041
6669,-0.175899999999999,1.3833
6670,-0.0605999999999973,1.4974
6671,-0.114599999999999,1.4592
6672,-0.256,1.3776
6673,-0.315299999999997,1.1042
6674,-0.0989000000000004,1.478
6675,-0.212600000000002,1.5794
6676,-0.022199999999998,1.6285
6677,-0.0445999999999991,1.5153
6678,0.0166000000000004,1.6513
6679,0.0280000000000022,1.3754
6680,-0.163600000000002,1.3952
6681,-0.133200000000002,1.4259
6682,-0.382300000000001,0.334000000000001
6683,-0.249400000000001,1.3173
6684,-0.131599999999999,1.4082
6685,-0.354500000000002,1.149
6686,-0.0742999999999974,1.5149
6687,-0.189400000000003,1.4313
6688,-0.349899999999998,1.1923
6689,-0.0431999999999988,1.4453
6690,-0.0618999999999978,1.3918
6691,-0.1357,1.379
6692,0.0436000000000014,1.505
6693,-0.343299999999999,1.009
6694,-0.0398999999999994,1.4384
6695,-0.0472000000000001,1.5197
6696,-0.0707000000000022,1.523
6697,-0.0550999999999995,1.5829
6698,-0.139499999999998,1.5006
6699,-0.210100000000001,1.2721
6700,-0.169499999999999,1.3565
6701,-0.114999999999998,1.3411
6702,-0.284199999999998,1.2942
6703,-0.0524999999999984,1.307
6704,-0.1065,1.3458
6705,-0.128800000000002,1.1823
6706,0.0478999999999985,1.5
6707,-0.0922999999999998,1.5642
6708,-0.196000000000002,1.4079
6709,-0.497800000000002,0.944900000000001
6710,-0.0927000000000007,1.3378
6711,0.00789999999999935,1.4977
6712,0.0122999999999998,1.5122
6713,-0.450900000000001,1.3316
6714,-0.0601999999999983,1.4975
6715,0.00339999999999918,1.4921
6716,-0.0566999999999993,1.4749
6717,-0.0437000000000012,1.4098
6718,-0.0272000000000006,0.6858
6719,-0.171800000000001,1.3547
6720,-0.0801999999999978,1.542
6721,-0.0516000000000005,1.6072
6722,-0.116,1.4064
6723,-0.0512000000000015,1.4588
6724,-0.0311000000000003,1.4975
6725,0.188700000000001,0.160600000000001
6726,0.0427,1.7066
6727,-0.00210000000000043,1.5978
6728,0.0245999999999995,1.6605
6729,0.0195000000000007,1.4364
6730,-0.0238000000000014,1.6782
6731,0.0420000000000016,1.7542
6732,-0.197899999999997,1.0972
6733,0.0608000000000004,0.988999999999999
6734,-0.1465,1.4193
6735,-0.0180000000000007,1.4729
6736,-0.0860000000000003,1.2367
6737,-0.107399999999998,1.3616
6738,-0.258800000000001,1.2415
6739,0.0120000000000005,1.5793
6740,0.123699999999999,1.5864
6741,-0.00769999999999982,1.4863
6742,0.00290000000000035,1.4829
6743,-0.032,1.4546
6744,-0.0792999999999999,1.4085
6745,-0.00339999999999918,1.4031
6746,-0.395599999999998,1.0164
6747,-0.0762999999999998,1.4563
6748,-0.0533000000000001,1.5568
6749,-0.0505999999999993,1.5726
6750,-0.1874,1.2197
6751,-0.0923999999999996,1.4558
6752,-0.0612999999999992,1.4845
6753,-0.0960999999999999,1.4917
6754,-0.0731999999999999,1.5514
6755,-0.1709,1.4471
6756,0.0910000000000011,1.508
6757,-0.0249000000000024,1.5685
6758,-0.162799999999997,1.3695
6759,-0.303800000000003,1.1101
6760,-0.2836,1.1196
6761,-0.141299999999999,1.4482
6762,-0.288400000000001,0.5564
6763,-0.125799999999998,1.488
6764,0.0565999999999995,1.6343
6765,-0.0960000000000001,1.5162
6766,-0.5593,1.543
6767,-0.115600000000001,1.5138
6768,-0.1126,1.4092
6769,-0.0254000000000012,1.5666
6770,-0.127500000000001,1.3903
6771,-0.030899999999999,1.57
6772,-0.2479,1.2407
6773,-0.233099999999997,1.3464
6774,-0.2531,1.2201
6775,-0.267500000000002,1.2966
6776,-0.0951999999999984,1.4952
6777,-0.284499999999998,1.1678
6778,-0.0379000000000005,1.574
6779,-0.0985999999999994,1.4338
6780,-0.2727,1.2299
6781,-0.0705999999999989,1.5319
6782,-0.0717999999999996,1.5738
6783,0.139500000000002,1.5071
6784,-0.0190000000000019,1.4653
6785,-0.0145000000000017,1.4241
6786,0.0221000000000018,1.676
6787,-0.146700000000001,1.4751
6788,-0.0454000000000008,1.4889
6789,0.0246999999999993,1.5055
6790,-0.359200000000001,1.0691
6791,-0.483000000000001,0.904499999999999
6792,-0.190099999999997,1.3918
6793,-0.0164000000000009,1.4923
6794,-0.440200000000001,1.0829
6795,-0.194599999999998,1.4357
6796,-0.0615000000000023,1.3822
6797,-0.109199999999998,1.3935
6798,-0.1356,1.2878
6799,-0.378500000000003,1.1308
6800,-0.124000000000001,1.3776
6801,-0.4123,-0.1739
6802,-0.1386,1.3462
6803,-0.161100000000001,1.3299
6804,-0.0784000000000002,1.3023
6805,-0.0902999999999992,1.4372
6806,-0.0662999999999982,1.3722
6807,-0.258000000000001,1.1873
6808,-0.0146000000000015,1.3313
6809,-0.0973999999999968,1.2966
6810,-0.1082,1.4379
6811,-0.115400000000001,1.4097
6812,-0.126399999999997,1.3641
6813,-0.0579000000000001,1.5193
6814,-0.108599999999999,1.473
6815,-0.0394000000000005,1.5982
6816,-0.0806000000000004,1.4869
6817,0.105900000000002,1.5352
6818,0.130300000000002,1.5204
6819,-0.230999999999998,1.3824
6820,-0.0897000000000006,1.4575
6821,-0.143699999999999,1.4015
6822,-0.0367999999999995,1.5172
6823,-0.00719999999999743,1.4033
6824,-0.150400000000001,1.4304
6825,-0.0767000000000024,1.439
6826,-0.1174,1.3947
6827,-0.192600000000002,1.3063
6828,-0.0782000000000007,1.4431
6829,-0.0857000000000028,1.4755
6830,-0.129099999999999,1.4597
6831,-0.1373,1.387
6832,-0.2723,1.2656
6833,-0.0648,1.3937
6834,-0.124500000000001,1.3603
6835,-0.302199999999999,1.2336
6836,-0.0126000000000026,1.5396
6837,-0.125,1.4777
6838,-0.102699999999999,1.4762
6839,-0.0841999999999992,1.5537
6840,-0.1159,1.3327
6841,-0.0760000000000005,1.4086
6842,0.184999999999999,1.9483
6843,-0.0488,1.4405
6844,0.130300000000002,0.799099999999999
6845,-0.275100000000002,1.2003
6846,-0.0314000000000014,1.4509
6847,-0.0716000000000001,1.4427
6848,-0.0046999999999997,1.4944
6849,-0.103300000000001,1.3066
6850,-0.0977999999999994,1.3026
6851,-0.000300000000001077,1.4241
6852,0.00489999999999924,1.4273
6853,-0.0777999999999999,1.4097
6854,-0.136099999999999,1.4469
6855,0.0473999999999997,1.4787
6856,-0.122699999999998,1.4807
6857,-0.183199999999999,1.3354
6858,-0.225300000000001,1.3511
6859,-0.2422,2.34
6860,-0.430699999999998,1.1541
6861,-0.0685000000000002,1.3912
6862,-0.016099999999998,1.5113
6863,0.489100000000001,1.5409
6864,0.2151,1.5247
6865,-0.0162999999999975,1.4729
6866,-0.174600000000002,0.839600000000001
6867,-0.0749999999999993,1.3622
6868,-0.122,1.3477
6869,-0.125699999999998,1.5064
6870,-0.2963,-0.0280000000000005
6871,-0.020900000000001,1.6356
6872,0.0296000000000021,1.6008
6873,-0.0530000000000008,1.5615
6874,-0.0550999999999995,1.5293
6875,-0.5436,1.0138
6876,-0.117000000000001,1.5638
6877,0.0231999999999992,1.6233
6878,0.00959999999999894,1.6144
6879,0.00630000000000308,1.5573
6880,0.00450000000000017,1.5851
6881,0.0210000000000008,1.7601
6882,-0.00819999999999865,1.5432
6883,-0.0945999999999998,1.4442
6884,-0.332700000000003,1.2621
6885,-0.169,1.5097
6886,-0.1418,1.4726
6887,-0.0687999999999995,1.3698
6888,-0.0975999999999999,1.3424
6889,0.1699,-0.6333
6890,-0.1159,1.491
6891,-0.4681,1.0498
6892,-0.117100000000001,1.5694
6893,0.2828,0.7059
6894,-0.0804000000000009,1.4155
6895,-0.632899999999999,-0.167400000000001
6896,-0.0922999999999981,1.4923
6897,-0.131800000000002,1.5066
6898,-0.0252000000000017,1.5663
6899,-0.521799999999999,0.928699999999999
6900,-0.104900000000001,1.4738
6901,-0.0619999999999994,1.4594
6902,0.0246999999999993,1.4426
6903,0.0196999999999985,1.6337
6904,-0.166500000000001,1.4332
6905,0.0046999999999997,1.5465
6906,-0.2376,1.4978
6907,-0.316500000000001,1.1326
6908,-0.2864,1.1516
6909,-0.0274999999999999,1.5439
6910,-0.0645999999999987,1.5245
6911,0.0109999999999992,1.2618
6912,-0.112299999999998,1.5071
6913,-0.120799999999999,1.5111
6914,-0.281499999999998,1.1947
6915,-0.364899999999999,1.132
6916,-0.232900000000001,1.5174
6917,-0.471,1.0489
6918,-0.0435000000000016,1.0841
6919,-0.168500000000002,1.3525
6920,-0.293300000000002,1.0709
6921,-0.0703999999999994,1.3723
6922,-0.173400000000001,1.36
6923,-0.1592,1.365
6924,-0.181799999999999,1.3655
6925,-0.130099999999999,1.2919
6926,-0.150700000000001,1.4474
6927,-0.1632,1.4364
6928,-0.386600000000001,1.0712
6929,-0.1417,1.4839
6930,-0.235599999999998,1.3565
6931,-0.401499999999999,0.998599999999998
6932,-0.0914999999999999,1.3831
6933,-0.0864000000000011,1.4151
6934,-0.0942000000000007,1.3347
6935,-0.237500000000001,1.4717
6936,-0.1188,1.3812
6937,-0.154299999999999,1.347
6938,-0.3431,1.1073
6939,-0.159100000000002,1.4056
6940,-0.192499999999999,0.1267
6941,-0.0965999999999987,1.424
6942,-0.1296,1.4148
6943,-0.148299999999999,1.3649
6944,-0.0752999999999986,1.4192
6945,-0.0916999999999994,1.4541
6946,0.0972000000000008,1.5124
6947,0.0387999999999984,1.5589
6948,-0.299700000000001,1.3577
6949,-0.0063999999999993,1.5952
6950,-0.121000000000002,1.4531
6951,-0.258800000000001,1.3149
6952,-0.138,1.424
6953,-0.184800000000003,1.4569
6954,-0.2073,0.840200000000001
6955,-0.0859999999999985,1.4186
6956,-0.1341,1.298
6957,-0.150399999999999,1.3755
6958,-0.122399999999999,1.4929
6959,-0.0495000000000001,1.465
6960,-0.150400000000001,1.2635
6961,-0.119700000000002,1.4244
6962,0.0188000000000006,1.7048
6963,-0.459199999999999,1.0324
6964,0.0554000000000006,1.6229
6965,-0.074600000000002,1.4408
6966,0.0287000000000006,1.6262
6967,-0.310499999999999,1.4003
6968,-0.107399999999998,1.4028
6969,-0.9498,0.146599999999999
6970,-0.2667,1.2535
6971,-0.1294,1.4632
6972,-0.0104000000000006,1.5277
6973,-0.0996999999999986,1.3834
6974,-0.154700000000002,1.0836
6975,0.139600000000002,1.5815
6976,-0.132499999999997,1.3611
6977,-0.187100000000001,1.2578
6978,-0.106100000000001,1.529
6979,-0.2913,1.2004
6980,-0.0954000000000015,1.4891
6981,-0.135999999999999,1.6646
6982,-0.113299999999999,1.4114
6983,-0.164300000000001,1.3382
6984,-0.0755999999999979,1.457
6985,-0.338799999999999,1.1284
6986,-0.101299999999998,1.4645
6987,0.000899999999999679,1.2325
6988,0.215199999999999,1.343
6989,-0.239200000000002,1.2799
6990,-0.0595999999999997,1.355
6991,0.0264000000000006,1.3597
6992,-0.361699999999999,1.1452
6993,-0.124100000000002,1.4351
6994,-0.0985999999999976,1.3498
6995,-0.213000000000001,1.1139
6996,0.0366999999999997,1.541
6997,-0.0789000000000009,1.6059
6998,-0.298999999999999,1.2563
6999,0.0731999999999999,1.5091
7000,-0.118200000000002,1.4803
7001,-0.2958,1.1919
7002,0.3672,1.5803
7003,-0.1328,1.372
7004,-0.197400000000002,1.2477
7005,0.0226000000000006,1.4138
7006,-0.108099999999997,1.3296
7007,0.0957000000000008,1.6434
7008,-0.00659999999999883,1.4366
7009,0.070999999999998,1.4957
7010,0.0693999999999981,1.4756
7011,-0.1069,1.58
7012,-0.305399999999999,1.036
7013,-0.364599999999999,1.1239
7014,-0.252500000000001,1.2583
7015,-0.402899999999999,1.1169
7016,-0.145099999999999,1.3155
7017,-0.0850000000000009,1.3872
7018,-0.0457000000000001,1.5063
7019,0.105599999999999,1.6558
7020,-0.0543000000000013,1.333
7021,-0.0743000000000009,1.803
7022,-0.1721,1.2945
7023,-0.0666999999999991,0.9605
7024,-0.1784,1.3817
7025,-0.113799999999998,1.3804
7026,-0.124000000000002,1.4223
7027,-0.2621,1.3462
7028,-0.150000000000002,1.5592
7029,-0.193999999999999,1.2939
7030,-0.0181000000000004,1.5861
7031,-0.0767000000000024,1.3788
7032,-0.574400000000001,1.7904
7033,-0.00199999999999889,1.4764
7034,-0.1235,1.4845
7035,-0.319299999999998,1.2686
7036,0.0830000000000002,1.1324
7037,-0.384699999999999,1.0914
7038,-0.0198999999999998,1.5085
7039,-0.377500000000001,1.142
7040,-0.4117,1.0278
7041,-0.165199999999999,1.3197
7042,-0.470999999999998,0.953699999999998
7043,-0.0440000000000005,1.4486
7044,0.0937000000000001,1.05
7045,0.0338999999999992,1.4288
7046,-0.375700000000002,1.1499
7047,-0.391100000000002,1.0063
7048,-0.0680000000000014,1.4619
7049,-0.178000000000001,1.3805
7050,-0.303699999999999,1.1019
7051,-0.0172999999999988,1.4846
7052,-0.374199999999998,2.1124
7053,-0.0589999999999993,1.4639
7054,-0.141199999999998,1.3626
7055,-0.4754,1.3452
7056,-0.398900000000001,1.6737
7057,-0.0487000000000002,1.5003
7058,-0.0905999999999985,1.4124
7059,-0.167100000000001,1.3874
7060,-0.411199999999999,1.1291
7061,-0.0203999999999986,1.5764
7062,0.0127999999999986,1.4935
7063,-0.237099999999998,1.2937
7064,-0.0628999999999991,1.5831
7065,0.00690000000000168,1.5403
7066,-0.0677000000000021,1.46
7067,-0.0743000000000009,1.476
7068,0.057500000000001,1.5939
7069,0.202400000000001,1.7338
7070,-0.308200000000003,1.1355
7071,-0.0951999999999984,1.4565
7072,-0.0274999999999999,1.4611
7073,-0.0848000000000013,1.4356
7074,-0.039200000000001,1.4361
7075,-0.138999999999999,1.3928
7076,-0.283100000000001,1.2022
7077,-0.1294,1.1545
7078,-0.0426000000000002,1.5436
7079,-0.148500000000002,1.4703
7080,-0.2989,1.1079
7081,-0.00110000000000099,1.5055
7082,0.00349999999999895,1.5184
7083,0.1417,1.0626
7084,-0.0922999999999981,1.5527
7085,-0.0673999999999992,1.4744
7086,-0.0313000000000017,1.4716
7087,-0.057500000000001,1.4919
7088,0.0315000000000012,1.9036
7089,-0.101299999999998,1.5111
7090,-0.119,1.5172
7091,-0.228200000000001,1.357
7092,0.0129000000000001,1.6106
7093,-0.255000000000003,1.1514
7094,0.137599999999999,1.6903
7095,-0.3322,1.1193
7096,0.0183,1.5014
7097,-0.418099999999999,1.0243
7098,-0.1004,1.3547
7099,0.00420000000000087,1.4556
7100,-0.0454000000000008,1.5127
7101,-0.0348000000000006,1.4823
7102,-0.245200000000001,1.2261
7103,-0.171500000000002,1.3455
7104,-0.428900000000001,1.0301
7105,-0.298099999999998,1.1272
7106,-0.1601,1.3953
7107,-0.365100000000002,1.0363
7108,-0.0208000000000013,1.4169
7109,-0.2439,1.3261
7110,-0.0391999999999975,1.5817
7111,-0.0912000000000006,1.3314
7112,-0.202999999999999,1.3699
7113,-0.7379,0.2285
7114,0.0191999999999979,1.4135
7115,-0.0109999999999992,1.423
7116,-0.0878000000000014,1.5192
7117,-0.0595999999999997,1.4927
7118,-0.343700000000002,1.2834
7119,-0.0474999999999994,1.4146
7120,-0.0208000000000013,1.4786
7121,-0.261799999999999,0.613399999999999
7122,-0.495899999999999,1.0243
7123,-0.0256000000000007,1.4465
7124,-0.374799999999999,0.998999999999999
7125,-0.130599999999998,1.3673
7126,-0.0820000000000007,1.3753
7127,0.0944000000000003,1.6538
7128,-0.0373999999999981,1.4429
7129,0.0041000000000011,1.4939
7130,-0.0350000000000001,1.3818
7131,-0.1555,1.5083
7132,-0.0218000000000007,1.2625
7133,-0.0882999999999985,1.482
7134,-0.113099999999999,1.4698
7135,-0.461400000000001,1.0867
7136,-0.0433000000000003,1.5693
7137,-0.3795,1.1542
7138,-0.0985000000000014,1.4579
7139,-0.0391000000000012,1.5609
7140,-0.316499999999998,1.1194
7141,-0.0159999999999982,1.5254
7142,-0.170100000000001,1.408
7143,-0.143900000000002,1.434
7144,-0.0434999999999999,0.539100000000001
7145,-0.0436999999999976,1.3357
7146,-0.317299999999999,1.3365
7147,0.0810999999999993,1.2986
7148,-0.0329999999999977,1.5347
7149,0.0795000000000012,1.5035
7150,-0.206799999999998,1.1125
7151,-0.060100000000002,1.5329
7152,-0.1007,1.4999
7153,-0.355699999999999,1.223
7154,0.0769000000000002,1.6285
7155,-0.404400000000003,1.1376
7156,0.4298,1.5597
7157,-0.6471,0.917100000000001
7158,0.036999999999999,0.8596
7159,-0.1036,1.4804
7160,-0.251200000000001,1.368
7161,-0.539,0.9529
7162,-0.0522000000000027,1.5465
7163,-0.128599999999999,1.3954
7164,-0.106299999999997,1.4957
7165,-0.0800999999999981,1.4547
7166,-0.00490000000000101,1.6716
7167,-0.101500000000001,1.4905
7168,-0.1098,1.4397
7169,-0.368000000000002,1.1489
7170,-0.0867000000000004,1.4313
7171,-0.340500000000002,1.1593
7172,-0.127800000000001,1.4569
7173,-0.0936000000000003,1.7505
7174,-0.144400000000001,1.6021
7175,-0.180399999999999,1.3457
7176,0.0788000000000011,1.6297
7177,0.0367999999999995,1.6872
7178,0.152500000000002,1.3088
7179,0.000800000000001688,1.5409
7180,0.199400000000001,1.7676
7181,-0.131,1.4526
7182,-0.285700000000002,1.3016
7183,-0.00969999999999871,1.4828
7184,-0.0418999999999983,1.5923
7185,0.0302000000000007,1.5265
7186,-0.089500000000001,1.4136
7187,-0.0610999999999997,1.3744
7188,-0.0642999999999994,1.3981
7189,-0.189799999999998,1.3161
7190,-0.141500000000001,1.4316
7191,-0.110299999999999,1.3111
7192,0.0661000000000005,1.1423
7193,0.0122,1.5822
7194,-0.0167000000000002,-0.2148
7195,-0.109399999999997,1.3775
7196,-0.0177000000000014,1.5042
7197,0.0114999999999998,1.5881
7198,-0.562700000000001,-0.5214
7199,-0.118500000000001,1.2833
7200,0.0358000000000018,1.4537
7201,-0.1127,1.4818
7202,-0.4091,1.0277
7203,-0.0139000000000031,1.542
7204,0.0192999999999994,1.5825
7205,-0.041999999999998,1.4003
7206,-0.146600000000003,1.4069
7207,-0.491399999999999,1.1177
7208,-0.229000000000003,1.428
7209,0.0440000000000005,1.5763
7210,-0.202500000000001,1.4
7211,0.00870000000000104,1.4654
7212,0.0686999999999998,1.5238
7213,-0.0348999999999986,1.3657
7214,0.0520999999999994,1.544
7215,-0.011099999999999,1.4186
7216,0.0190999999999981,1.4878
7217,0.0642999999999994,1.5011
7218,-0.271999999999998,1.2168
7219,0.103900000000001,1.5484
7220,0.0539000000000023,1.5969
7221,0.115499999999997,1.5869
7222,-0.155100000000001,1.271
7223,-0.155799999999999,1.2997
7224,-0.278100000000002,1.23
7225,0.0652000000000008,1.8666
7226,-0.1569,1.5018
7227,-0.4101,1.0832
7228,-0.0154999999999994,1.1972
7229,-0.118500000000001,1.4841
7230,-0.00709999999999766,1.5079
7231,-0.210699999999999,1.3822
7232,-0.224900000000002,1.174
7233,-0.230599999999999,1.7767
7234,-0.0449000000000019,1.3332
7235,-0.0391000000000012,1.3977
7236,0.114500000000001,1.4137
7237,-0.0305,1.5437
7238,-0.556199999999999,-0.2341
7239,-0.1249,1.3067
7240,-0.140700000000001,1.3259
7241,-0.202200000000001,1.3325
7242,-0.2239,1.1251
7243,0.0215999999999994,1.4269
7244,-0.286000000000001,1.2283
7245,-0.108800000000002,1.4478
7246,-0.116,1.3552
7247,-0.0339000000000009,1.4241
7248,-0.0716000000000001,1.4364
7249,0.0291999999999994,1.5015
7250,0.065100000000001,1.1019
7251,-0.121700000000001,1.2216
7252,0.00229999999999819,1.5183
7253,0.1044,1.6911
7254,-0.0553999999999988,1.772
7255,0.228999999999999,1.7868
7256,-0.0983000000000018,1.4643
7257,-0.133399999999998,1.5072
7258,0.0259999999999998,1.3678
7259,-0.0951000000000004,1.5537
7260,0.0511999999999979,1.6483
7261,0.421800000000001,-0.0533000000000001
7262,-0.0925000000000011,1.4536
7263,-0.0462000000000007,1.587
7264,-0.0829000000000022,1.5709
7265,-0.137599999999999,1.4816
7266,-0.0676999999999985,1.521
7267,-0.0130999999999979,1.4456
7268,-0.0063999999999993,1.5536
7269,-0.0472999999999999,1.5673
7270,-0.2377,1.549
7271,-0.1675,1.3823
7272,-0.0818000000000012,1.5073
7273,-0.0787999999999975,1.4791
7274,-0.139599999999998,1.5393
7275,-0.182499999999997,1.5206
7276,-0.0966000000000022,1.5335
7277,-0.398600000000002,1.1164
7278,-0.0063999999999993,1.438
7279,-0.540800000000001,1.0537
7280,-0.205399999999997,1.2626
7281,-0.151800000000001,1.4555
7282,-0.128399999999999,1.4389
7283,-0.414400000000001,1.1853
7284,-0.1357,1.4529
7285,0.00910000000000011,1.4874
7286,0.0350000000000001,0.6921
7287,-0.0938000000000017,1.3901
7288,-0.104200000000002,1.5128
7289,-0.0549999999999997,1.4641
7290,-0.036999999999999,1.4327
7291,-0.0345000000000013,1.4796
7292,0.00229999999999819,1.4686
7293,-0.00689999999999991,1.5308
7294,-0.0583000000000027,1.5095
7295,-0.0570999999999984,1.4129
7296,-0.0936999999999983,1.4947
7297,0.017199999999999,1.517
7298,-0.0163999999999991,1.6007
7299,-0.0485000000000007,1.4761
7300,-0.0881000000000007,1.5146
7301,-0.193300000000001,1.3489
7302,0.0548999999999999,1.6436
7303,-0.0289000000000001,1.4668
7304,-0.271699999999999,1.2698
7305,-0.7965,0.2166
7306,-0.194300000000002,1.3399
7307,0.0510999999999999,1.2472
7308,-0.0556999999999981,1.4883
7309,0.0024999999999995,1.5713
7310,-0.2958,1.279
7311,-0.0914999999999999,1.3781
7312,0.0259999999999998,1.5583
7313,-0.0593000000000004,1.4847
7314,-0.0419999999999998,1.5807
7315,-0.508700000000001,-0.0885999999999996
7316,-0.229199999999999,1.4794
7317,-0.101600000000001,1.5708
7318,-0.153399999999998,1.4969
7319,-0.136399999999998,1.4278
7320,-0.455,-0.099400000000001
7321,0.0212000000000003,1.2991
7322,-0.0716000000000001,1.5035
7323,-0.372499999999999,1.1075
7324,-0.4581,1.1091
7325,0.0413000000000032,1.6157
7326,-0.238799999999998,1.4221
7327,-0.379000000000001,1.1105
7328,-0.1325,1.4645
7329,-0.0970000000000013,1.4796
7330,-0.132400000000001,1.2867
7331,-0.0793999999999997,1.4251
7332,-0.0715000000000003,1.4453
7333,-0.127300000000002,1.4461
7334,-0.147600000000001,1.4169
7335,-0.1625,-0.660600000000001
7336,-0.0659999999999989,1.4761
7337,-0.00519999999999854,1.4542
7338,-0.0665000000000013,1.4403
7339,-0.0439000000000007,1.5132
7340,-0.1008,1.4573
7341,-0.1602,1.3828
7342,-0.2506,0.6599
7343,0.0238999999999976,1.4915
7344,-0.118399999999999,1.6697
7345,-0.1678,1.2702
7346,-0.110399999999998,1.4377
7347,-0.202100000000002,1.4368
7348,-0.153799999999997,1.3683
7349,-0.364599999999999,1.1851
7350,-0.00560000000000116,1.4867
7351,-0.311800000000002,1.1139
7352,-0.424299999999999,1.1612
7353,-0.0312000000000019,1.4657
7354,0.0945,0.7539
7355,-0.0414000000000012,1.5194
7356,-0.011099999999999,1.4982
7357,0.0312999999999999,1.6087
7358,-0.0746000000000002,1.503
7359,-0.0272000000000006,1.5482
7360,-0.303900000000002,0.927000000000003
7361,-0.107500000000002,1.4918
7362,-0.0747999999999998,1.5909
7363,0.128699999999998,1.5074
7364,0.114799999999999,1.6701
7365,0.0577000000000005,1.6076
7366,0.0954999999999977,1.5793
7367,-0.0228999999999999,1.4673
7368,0.102600000000001,1.6054
7369,-0.472,1.0317
7370,-0.0487000000000002,1.3681
7371,0.0679999999999996,1.6806
7372,-0.220400000000001,1.2535
7373,-0.0890000000000022,1.3745
7374,-0.201799999999999,1.4594
7375,-0.298500000000001,1.1952
7376,0.033100000000001,1.7192
7377,-0.0640999999999998,1.5786
7378,-0.0839999999999996,1.4111
7379,-0.132099999999998,1.5076
7380,-0.339,0.625
7381,-0.0561999999999987,1.3896
7382,-0.0637000000000008,1.6387
7383,0.0851999999999986,1.7832
7384,-0.0229999999999997,1.608
7385,-0.0587,1.6325
7386,-0.0792999999999999,1.493
7387,0.0759000000000007,1.6626
7388,-0.0266999999999982,1.3776
7389,-0.0232000000000028,1.6122
7390,-0.0424000000000007,1.5062
7391,-0.0887000000000011,1.4587
7392,-0.0191999999999979,1.4366
7393,-0.367899999999999,1.0825
7394,-0.023100000000003,1.5005
7395,-0.187200000000001,1.3584
7396,-0.0101999999999993,1.5629
7397,-0.126700000000003,1.3088
7398,-0.4863,1.0617
7399,-0.0803000000000011,1.5629
7400,0.041599999999999,1.4697
7401,0.151999999999999,1.6223
7402,-0.0329000000000015,1.5177
7403,-0.117599999999999,1.248
7404,-0.2761,1.2488
7405,0.0442,1.4655
7406,-0.0726000000000013,1.5507
7407,0.0731000000000002,1.507
7408,-0.177300000000001,1.1351
7409,-0.212,1.4774
7410,0.166099999999998,1.8455
7411,0.00359999999999872,1.4882
7412,0.0433000000000003,1.9488
7413,-0.000299999999999301,1.5473
7414,-0.2516,1.26
7415,-0.160400000000003,1.4835
7416,-0.0766999999999989,1.454
7417,-0.1447,1.4083
7418,-0.296800000000001,1.1029
7419,-0.0807000000000002,1.3713
7420,-0.1008,1.3542
7421,-0.3629,1.0343
7422,-0.0407000000000011,1.499
7423,-0.312099999999997,1.3948
7424,-0.0224999999999991,1.5135
7425,-0.0248000000000026,1.4551
7426,-0.0883000000000003,1.4326
7427,-0.503900000000002,0.964
7428,-0.1295,0.6464
7429,-0.0975999999999999,1.4205
7430,-0.0335999999999999,1.3389
7431,-0.070800000000002,1.4023
7432,0.0282999999999998,1.1879
7433,-0.2544,1.1375
7434,-0.4261,1.0004
7435,-0.0488999999999997,1.4264
7436,-0.0448000000000022,1.4326
7437,0.0475000000000012,1.5656
7438,-0.0314999999999994,1.5764
7439,-0.0407000000000011,1.4876
7440,-0.0066999999999986,1.4834
7441,-0.111499999999999,1.3897
7442,-0.0682000000000009,1.5266
7443,-0.290699999999998,1.116
7444,-0.119300000000003,1.4144
7445,-0.2468,1.7284
7446,-0.6934,1.5869
7447,-0.163899999999998,1.372
7448,1.1367,1.366
7449,-0.0310000000000006,1.5167
7450,-0.303800000000003,1.247
7451,-0.111499999999999,1.4491
7452,-0.149799999999999,1.47
7453,0.00499999999999901,1.5563
7454,-0.3916,1.0794
7455,-0.049199999999999,1.4863
7456,-0.323799999999999,1.4771
7457,-0.022199999999998,1.6038
7458,-0.0875999999999983,1.4667
7459,-0.0683000000000007,1.5256
7460,-0.1264,1.349
7461,0.0604999999999976,1.5115
7462,-0.0409999999999986,1.5132
7463,-0.1874,1.4374
7464,-0.1767,1.4447
