n,YJ,JH
304427,-0.195699999999999,1.2811
304428,-0.114899999999999,1.4604
304429,-0.265799999999999,1.4447
304430,-0.275600000000001,1.3854
304431,-0.2834,1.4124
304432,-0.1266,1.4906
304433,-0.137799999999999,1.4675
304434,-0.151599999999998,1.3835
304435,-0.1326,1.429
304436,-0.131,1.4366
304437,-0.2142,1.4951
304438,-0.2394,1.3934
304439,-0.157500000000002,1.4435
304440,-0.1203,1.4855
304441,-0.2865,1.4288
304442,-0.1692,1.4445
304443,-0.114599999999999,1.3958
304444,-0.1492,1.4064
304445,0.0402000000000005,0.912099999999999
304446,-0.4419,0.964
304447,-0.130099999999999,1.4692
304448,-0.282,0.620700000000001
304449,-0.142300000000002,1.4279
304450,-0.2379,1.2927
304451,-0.345000000000001,0.539
304452,-0.0284000000000013,1.4709
304453,-0.327400000000001,1.0701
304454,-0.200800000000001,1.2635
304455,-0.129300000000001,1.3507
304456,-0.178000000000001,1.4122
304457,-0.174900000000001,1.4256
304458,0.0291999999999994,1.5702
304459,-0.0416999999999987,1.461
304460,-0.0998000000000019,1.3688
304461,-0.0482999999999993,1.4695
304462,-0.0678000000000001,1.5974
304463,-0.0731000000000002,1.596
304464,-0.3795,-0.2395
304465,-0.147399999999999,1.4541
304466,-0.215999999999998,1.4698
304467,-0.1561,1.3676
304468,-0.1761,1.3953
304469,-0.5381,-0.289199999999999
304470,-0.151400000000001,1.5043
304471,-0.143599999999999,1.4298
304472,-0.0507000000000009,1.3955
304473,-0.1858,1.425
304474,-0.1676,1.4273
304475,-0.475300000000002,1.1934
304476,-0.137800000000002,1.4182
304477,-0.1557,1.3155
304478,-0.0948999999999991,1.1338
304479,-0.0434000000000001,0.870099999999999
304480,-0.179200000000002,1.3672
304481,-0.3291,1.1278
304482,-0.164600000000002,1.4251
304483,-0.193200000000001,1.4334
304484,-0.227800000000002,1.5286
304485,-0.186,1.3991
304486,-0.312100000000001,1.1887
304487,-0.519100000000002,2.1427
304488,-0.193399999999997,1.3619
304489,-0.164400000000001,1.4172
304490,-0.228999999999999,1.349
304491,-0.2342,1.1719
304492,-0.0509999999999984,1.4759
304493,-0.0689999999999991,1.462
304494,-0.318900000000003,1.1449
304495,-0.00809999999999889,1.2186
304496,0.041599999999999,1.5827
304497,0.0326000000000004,1.5712
304498,-0.0402999999999984,1.4595
304499,-0.110799999999998,1.3376
304500,-0.314699999999998,1.3505
304501,-0.131300000000003,1.3895
304502,-0.129999999999999,1.4049
304503,-0.124100000000002,1.4269
304504,-0.1158,1.3802
304505,-0.0791000000000004,1.3992
304506,-0.1601,1.4445
304507,-0.130199999999999,1.4572
304508,-0.122299999999999,1.3711
304509,-0.193,1.4016
304510,-0.3446,1.2346
304511,-0.1814,1.1878
304512,-0.1434,1.4559
304513,-0.0452000000000012,1.4994
304514,-0.212400000000001,1.4104
304515,-0.338899999999999,1.0448
304516,-0.1493,1.4527
304517,-0.3032,1.41
304518,-0.162500000000001,1.5232
304519,-0.186,1.453
304520,-0.186699999999998,1.4151
304521,-0.0729000000000006,1.4524
304522,-0.0200999999999993,1.558
304523,-0.0466999999999977,1.4829
304524,-0.0972000000000008,1.4617
304525,-0.00239999999999974,1.5582
304526,-0.0462999999999987,1.4858
304527,-0.0736000000000026,1.4262
304528,0.0410000000000004,1.1127
304529,-0.0596999999999994,1.5408
304530,-0.148300000000003,1.4246
304531,-0.311699999999998,1.3303
304532,-0.235900000000001,0.718499999999999
304533,-0.418800000000001,1.0751
304534,-0.2174,0.968399999999999
304535,-0.176400000000001,1.4435
304536,-0.4254,1.0278
304537,-0.1569,1.4628
304538,-0.864799999999999,0.366299999999999
304539,-0.231399999999997,1.3045
304540,-0.1371,1.4492
304541,-0.0576999999999988,1.3372
304542,-0.150600000000001,1.3976
304543,-0.049199999999999,1.4582
304544,-0.1698,0.3512
304545,-0.142300000000001,1.3878
304546,-0.197699999999999,1.3981
304547,-0.192300000000001,1.4309
304548,-0.1715,1.4242
304549,-0.267499999999998,1.2561
304550,-0.0358000000000001,1.4963
304551,-0.0788000000000011,1.555
304552,-0.277800000000001,0.704000000000001
304553,-0.124400000000001,1.5081
304554,-0.163500000000003,1.4933
304555,-0.432800000000002,1.0784
304556,-0.177,1.3647
304557,-0.155000000000001,1.4291
304558,-0.142799999999998,1.443
304559,0.1335,1.5163
304560,-0.1424,1.3773
304561,-0.174700000000001,1.5157
304562,-0.069799999999999,1.5177
304563,-0.0852000000000004,1.4187
304564,-0.0289999999999999,1.5911
304565,-0.048099999999998,1.72
304566,-0.15,0.338800000000001
304567,-0.0220999999999982,1.4497
304568,-0.164400000000001,1.514
304569,-0.036999999999999,1.5719
304570,-0.568299999999999,0.902699999999999
304571,-0.127100000000002,1.5273
304572,-0.0376999999999974,1.6036
304573,0.000899999999997902,1.4598
304574,-0.0921999999999983,1.3979
304575,-0.3354,1.248
304576,0.0760000000000005,0.267299999999999
304577,-0.0237999999999978,1.573
304578,0.0446000000000009,1.6156
304579,0.00879999999999725,1.5169
304580,-0.0905999999999985,1.3569
304581,-0.331600000000002,1.639
304582,-0.2272,1.3037
304583,-0.163,0.927
304584,-0.1206,1.4406
304585,-0.187899999999999,1.3422
304586,-0.1815,1.4345
304587,-0.108599999999999,1.5278
304588,-0.101099999999999,0.2416
304589,-0.124099999999999,1.4207
304590,-0.402200000000001,1.0191
304591,-0.427000000000001,1.1329
304592,-0.128,0.8857
304593,-0.1647,1.4332
304594,-0.0751000000000008,1.5405
304595,-0.0954999999999995,1.41
304596,-0.0573000000000015,1.4946
304597,-0.163699999999999,1.3591
304598,-0.148800000000001,1.3264
304599,-0.0878000000000014,1.3169
304600,-0.2119,1.5081
304601,-0.2301,1.3105
304602,-0.151700000000002,1.3221
304603,-0.0782999999999987,1.6048
304604,-0.327,-0.0591000000000008
304605,-0.181499999999998,1.5059
304606,-0.2897,1.4141
304607,-0.0738000000000003,1.432
304608,-0.1104,1.477
304609,-0.139199999999999,1.4655
304610,-0.1854,1.3991
304611,-0.187099999999997,1.4655
304612,-0.0909000000000013,1.4774
304613,-0.1555,1.3911
304614,-0.0967999999999982,1.4942
304615,-0.0488,1.5082
304616,-0.0730000000000004,1.4538
304617,-0.173099999999998,1.5462
304618,0.0231000000000012,1.5486
304619,-0.0380000000000003,1.4478
304620,-0.072499999999998,1.4545
304621,0.105399999999999,0.832700000000001
304622,-0.0531000000000006,1.4568
304623,0.0422999999999991,1.5065
304624,0.0449000000000002,1.4885
304625,-0.043099999999999,1.5124
304626,0.065900000000001,1.3779
304627,0.0609000000000002,1.5862
304628,-0.629099999999999,0.741099999999999
304629,-0.3977,1.106
304630,-0.0750999999999991,1.5285
304631,-0.2028,0.081999999999999
304632,-0.212499999999999,1.401
304633,0.0442999999999998,1.6624
304634,-0.155700000000003,1.2039
304635,-0.215299999999999,1.4175
304636,-0.123899999999999,1.4193
304637,-0.148400000000001,1.3143
304638,-0.1797,1.4022
304639,-0.167200000000001,1.4639
304640,-0.178800000000003,1.3673
304641,-0.2316,1.0046
304642,-0.233500000000003,1.4398
304643,-0.2179,1.3852
304644,-0.183699999999998,1.4812
304645,-0.174100000000003,1.4372
304646,-0.153299999999998,1.4495
304647,-0.5055,1.0745
304648,-0.216899999999999,1.4214
304649,-0.2133,1.4051
304650,-0.195499999999999,1.3397
304651,-0.0374000000000017,1.3685
304652,-0.188000000000002,1.3515
304653,-0.3162,1.1118
304654,-0.0513999999999992,0.4757
304655,-0.242100000000001,1.3866
304656,-0.300899999999999,1.269
304657,-0.2043,1.4462
304658,-0.1921,1.3061
304659,-0.154800000000002,1.4686
304660,0.0568000000000026,1.4999
304661,-0.0628999999999991,1.4485
304662,-0.104600000000001,1.3984
304663,-0.000900000000001455,1.5512
304664,-0.234299999999998,1.413
304665,-0.126900000000003,1.4389
304666,-0.160700000000002,1.4214
304667,-0.396300000000002,1.137
304668,-0.1999,1.431
304669,-0.2775,1.2704
304670,-0.230900000000002,0.997500000000002
304671,-0.128,1.4399
304672,-0.1267,1.446
304673,-0.0985999999999976,1.1822
304674,0.00680000000000192,1.5596
304675,-0.129,1.4841
304676,-0.202400000000001,1.409
304677,-0.0866000000000007,1.4252
304678,0.0212000000000003,0.5099
304679,-0.120799999999999,1.3922
304680,-0.0538999999999987,1.5277
304681,-0.104200000000002,1.4548
304682,-0.1874,1.3995
304683,-0.0808,1.5633
304684,-0.0371000000000006,1.2169
304685,-0.152999999999999,1.4009
304686,-0.1844,1.3886
304687,-0.238900000000001,1.3215
304688,-0.116900000000001,1.5122
304689,-0.466199999999997,0.995999999999999
304690,-0.0937999999999981,1.3679
304691,-0.0911000000000008,1.3597
304692,-0.109999999999999,1.375
304693,-0.123899999999999,1.4157
304694,-0.141900000000003,1.4261
304695,-0.3505,1.1685
304696,-0.176199999999998,1.4949
304697,-0.0991999999999997,1.4667
304698,-0.3734,1.0485
304699,-0.135300000000001,1.3779
304700,-0.0503999999999998,1.4773
304701,-0.123699999999999,1.4542
304702,-0.1007,1.531
304703,-0.0372000000000021,1.4704
304704,-0.1065,1.5273
304705,-0.172499999999999,1.4931
304706,-0.0402000000000005,0.4307
304707,-0.222100000000001,1.4501
304708,-0.183399999999999,1.5855
304709,-0.201499999999999,1.356
304710,-0.00359999999999872,1.47
304711,-0.263199999999998,1.157
304712,-0.110800000000001,1.2261
304713,-0.0573999999999995,1.5862
304714,-0.3187,1.2597
304715,-0.256399999999999,1.4344
304716,-1.0218,0.3973
304717,-0.0777000000000001,0.6693
304718,-0.1525,1.4024
304719,-0.106400000000001,1.5245
304720,-0.182,1.4674
304721,-0.128200000000001,1.4993
304722,-0.229800000000001,1.3956
304723,-0.1876,1.4
304724,-0.1686,1.5267
304725,-0.1998,1.3762
304726,-0.305400000000002,1.1657
304727,-0.1525,1.429
304728,-0.340800000000002,1.0438
304729,-0.180499999999999,1.4606
304730,-0.127700000000001,1.4558
304731,-0.043099999999999,1.5257
304732,-0.188000000000001,1.4571
304733,-0.185499999999999,1.4295
304734,-0.120699999999999,1.4132
304735,-0.141299999999998,1.4195
304736,-0.0524999999999984,1.4237
304737,-0.0637000000000008,1.4928
304738,-0.0646999999999984,1.4936
304739,-0.176500000000001,1.3963
304740,-0.231000000000002,1.3234
304741,-0.2118,1.3897
304742,-0.0507999999999988,1.4457
304743,-0.2105,1.3223
304744,-0.268000000000001,0.0607000000000006
304745,-0.0581999999999994,1.444
304746,-0.100000000000001,1.4559
304747,-0.738399999999999,-0.8339
304748,-0.0371999999999986,1.5381
304749,-0.1218,1.3652
304750,-0.350099999999998,1.2889
304751,-0.140699999999999,1.3814
304752,-0.0778999999999996,1.4567
304753,0.0408000000000008,1.5769
304754,-0.1852,1.4224
304755,-0.0402000000000005,1.5663
304756,-0.1219,1.4122
304757,0.0100999999999996,0.7986
304758,-0.00680000000000014,1.4998
304759,0.0582999999999991,0.800000000000001
304760,-0.0131000000000014,1.4557
304761,0.0137,1.5524
304762,-0.0801000000000016,1.4618
304763,-0.0707999999999984,1.448
304764,-0.0723999999999982,1.4741
304765,0.0297000000000001,1.4723
304766,-0.1389,1.4908
304767,-0.0858999999999988,1.5074
304768,-0.0999000000000017,1.4457
304769,-0.0673999999999992,1.5379
304770,-0.0225000000000009,0.942600000000001
304771,-0.114000000000001,1.4377
304772,-0.120200000000001,1.3949
304773,-0.278399999999998,1.4744
304774,-0.141500000000001,1.5013
304775,-0.165399999999998,1.366
304776,-0.2926,1.3189
304777,-0.0221999999999998,1.4891
304778,-0.113100000000003,1.4437
304779,-0.430099999999999,1.1532
304780,-0.0544999999999991,1.161
304781,-0.163800000000002,1.4742
304782,-0.106099999999998,1.5243
304783,-0.179199999999998,1.4551
304784,-0.203400000000002,1.2149
304785,-0.0019000000000009,1.6065
304786,-0.132099999999998,0.8767
304787,-0.0720999999999989,1.4548
304788,-0.0726000000000013,1.2228
304789,-0.0617999999999999,1.4718
304790,-0.0838999999999999,1.3859
304791,-0.206600000000002,1.3955
304792,-0.0116000000000014,1.5256
304793,-0.2807,1.3745
304794,-0.213899999999999,1.2251
304795,-0.140699999999999,1.528
304796,-0.0694999999999997,1.4618
304797,-0.0771000000000015,1.5741
304798,-0.1616,1.2346
304799,-0.160999999999998,1.4482
304800,-0.120200000000001,1.4636
304801,-0.0542999999999996,1.4555
304802,-0.113299999999999,1.3666
304803,-0.115200000000002,1.4467
304804,-0.0960000000000001,1.4831
304805,-0.1069,1.4719
304806,-0.0387000000000022,1.3882
304807,-0.0192000000000014,1.4827
304808,-0.0208999999999993,1.5105
304809,-0.0665000000000013,1.3709
304810,-1.1976,0.709099999999999
304811,-0.0673999999999992,1.4648
304812,-0.405900000000001,0.9573
304813,0.00110000000000099,1.6013
304814,-0.5009,-0.1165
304815,-0.107699999999998,1.3312
304816,-0.0499000000000009,1.4912
304817,-0.4636,1.0145
304818,0.0741000000000014,1.5491
304819,-0.0605000000000011,1.4733
304820,-0.1441,1.4362
304821,-0.333,0.0217000000000009
304822,-0.121499999999997,1.398
304823,-0.0289999999999999,1.5651
304824,0.000299999999999301,1.4671
304825,-0.673299999999999,0.851699999999999
304826,-0.107799999999997,1.4849
304827,-0.0460999999999991,1.5242
304828,0.0496000000000016,1.4827
304829,-0.102700000000002,1.4399
304830,-0.0273000000000003,1.4926
304831,-0.0563000000000002,1.4522
304832,0.1043,0.832700000000001
304833,0.0314999999999994,1.525
304834,-0.0680000000000014,1.4214
304835,-0.0756999999999994,1.3093
304836,-0.0701000000000001,1.3708
304837,-0.120900000000001,1.1409
304838,-0.0322999999999993,1.4685
304839,0.00319999999999965,1.5819
304840,-0.0929000000000002,1.4257
304841,-0.2676,-0.0335000000000001
304842,-0.0035000000000025,1.6135
304843,-0.2127,1.3585
304844,-0.118600000000001,1.3605
304845,-0.161300000000001,1.3742
304846,-0.171399999999998,1.3888
304847,-0.0539000000000005,1.5724
304848,-0.041500000000001,1.5752
304849,-0.286899999999999,1.2599
304850,-0.0182000000000002,1.5449
304851,-0.101900000000001,1.5839
304852,-0.194199999999999,1.3812
304853,-0.142300000000001,1.5033
304854,-0.174799999999998,1.4367
304855,-0.014999999999997,1.5305
304856,0.0130999999999997,1.5285
304857,-0.225000000000001,1.3689
304858,-0.0813999999999986,1.4163
304859,-0.1492,1.3915
304860,0.0337999999999994,1.5736
304861,-0.131700000000002,1.3759
304862,-0.1417,1.4047
304863,-0.241499999999998,1.3347
304864,-0.107199999999999,1.498
304865,-0.168199999999999,1.4687
304866,-0.348500000000001,1.0841
304867,-0.4696,1.5149
304868,-0.286499999999997,1.2165
304869,-0.0762999999999998,1.3131
304870,-0.140699999999999,1.4792
304871,-0.3977,1.1222
304872,-0.546099999999999,0.9832
304873,-1.4396,-0.385
304874,-0.149100000000001,1.4724
304875,-0.0997000000000021,1.4959
304876,-0.207100000000001,1.4906
304877,-0.0484999999999989,1.5498
304878,-0.121700000000001,1.5079
304879,-0.103499999999997,1.4589
304880,-0.113700000000001,1.5488
304881,-0.0797000000000008,1.4838
304882,-0.220700000000001,1.3318
304883,-0.164399999999999,1.418
304884,-0.1831,1.3828
304885,-0.273900000000001,1.2986
304886,-0.428599999999999,1.1912
304887,-0.4514,-0.371400000000001
304888,-0.1265,1.4434
304889,-0.1402,1.3814
304890,-0.202000000000002,1.3291
304891,-0.0625999999999998,1.4733
304892,-0.220600000000001,1.5431
304893,-0.2364,1.1837
304894,-0.0864000000000011,1.4858
304895,-0.3918,0.978200000000001
304896,-0.0849999999999973,1.4774
304897,-0.0758999999999972,1.5797
304898,0.0465999999999998,1.4255
304899,-0.115400000000001,1.4985
304900,-0.0283999999999995,1.582
304901,-0.0934000000000026,1.536
304902,-0.151199999999999,1.4386
304903,-0.0719999999999992,1.4218
304904,-0.120999999999999,1.3443
304905,-0.1785,1.1937
304906,-0.2117,1.1686
304907,-0.0701000000000001,1.4078
304908,-0.0578000000000003,1.5103
304909,-0.1297,1.4371
304910,-0.0329000000000015,1.397
304911,-0.1652,1.4162
304912,-0.153099999999998,1.4656
304913,-0.168099999999999,1.4619
304914,0.0627000000000013,1.4155
304915,-0.102399999999999,1.5384
304916,-0.123199999999997,1.3651
304917,0.00730000000000075,1.503
304918,0.00799999999999912,1.5059
304919,0.0220999999999982,1.5011
304920,-0.112200000000001,1.5147
304921,-0.1431,1.3739
304922,-0.0234999999999985,1.401
304923,-0.0991999999999997,1.4689
304924,-0.2789,1.339
304925,-0.1844,1.1622
304926,-0.2255,1.4341
304927,-1.2383,-0.236499999999999
304928,-0.242699999999999,1.5125
304929,-0.154599999999999,1.3416
304930,-0.0780999999999992,1.3385
304931,-0.0790000000000006,1.4056
304932,-0.0768000000000004,1.5482
304933,0.2996,1.4335
304934,-0.0518999999999998,1.545
304935,-0.322199999999999,1.1247
304936,-0.1631,1.3686
304937,-0.282,1.3027
304938,-0.0821000000000005,1.4191
304939,-0.154899999999998,1.3894
304940,0.363399999999999,1.4847
304941,-0.204899999999999,1.2453
304942,-0.890699999999999,1.5348
304943,0.00360000000000227,1.5598
304944,-0.407299999999999,1.1609
304945,-0.178800000000003,1.4878
304946,-0.0576000000000008,1.5669
304947,-0.125499999999999,1.57
304948,-0.0609000000000002,1.446
304949,0.0250000000000021,1.4708
304950,0.00949999999999918,1.452
304951,-0.0432000000000006,1.6722
304952,0.0335000000000001,0.9011
304953,-0.0487000000000002,1.4981
304954,-0.136200000000001,1.4249
304955,-0.1188,1.4666
304956,-0.116199999999999,1.4336
304957,-0.0378000000000007,1.5042
304958,-0.3185,1.4669
304959,-0.2576,1.389
304960,-0.230900000000002,1.3418
304961,-0.366099999999999,1.1832
304962,-0.341100000000001,1.1598
304963,-0.2285,1.5196
304964,-0.407599999999999,1.1879
304965,-0.198499999999999,1.3718
304966,-0.295100000000001,1.2863
304967,-0.1282,1.1334
304968,-0.110199999999999,1.4605
304969,-0.100300000000001,1.5049
304970,-0.277699999999999,1.206
304971,-0.0388000000000019,1.448
304972,-0.0488,1.7257
304973,-0.373799999999999,1.0868
304974,-0.014800000000001,1.4891
304975,0.0282000000000018,1.5325
304976,-0.0490999999999993,1.5381
304977,-0.122300000000003,1.4264
304978,-0.2544,1.1771
304979,-0.140499999999999,1.5553
304980,0.348500000000001,1.5643
304981,-0.274800000000003,1.3245
304982,-0.193800000000003,1.1577
304983,-0.0554000000000023,1.4335
304984,-0.0854999999999997,1.4904
304985,-0.2006,1.4516
304986,-0.2989,1.3005
304987,-0.148,1.4225
304988,-0.1798,1.4045
304989,-0.217600000000001,1.3666
304990,-0.292400000000001,1.2377
304991,-0.174800000000001,1.398
304992,-0.353999999999999,1.105
304993,-0.198599999999999,1.3427
304994,-0.2117,1.3125
304995,-0.1244,1.4376
304996,-0.257000000000001,1.1383
304997,-0.1486,1.5135
304998,-0.3568,1.1108
304999,-0.142700000000001,1.5675
305000,-0.238900000000001,1.4017
305001,-0.299399999999999,1.2179
305002,-0.292999999999999,1.2538
305003,-0.5822,0.8513
305004,-0.100099999999998,1.4745
305005,-0.0248000000000026,1.5865
305006,0.0149000000000008,1.4731
305007,-0.00590000000000046,1.5868
305008,0.00850000000000151,1.5629
305009,-0.1374,1.3051
305010,-0.216200000000001,1.1235
305011,-0.344899999999999,1.1652
305012,-0.238699999999998,1.4409
305013,-0.0640999999999998,1.501
305014,-0.2074,1.3181
305015,-0.185400000000001,1.4697
305016,-0.0980999999999987,1.4085
305017,-0.172200000000002,1.4606
305018,0.052500000000002,1.5179
305019,-0.128800000000002,1.436
305020,-0.0848999999999993,1.5446
305021,-0.2318,1.4503
305022,-0.144300000000001,1.3684
305023,-0.2075,1.3625
305024,-0.102700000000002,1.488
305025,-0.1096,1.4318
305026,-1.2355,-0.413400000000001
305027,-0.0989000000000004,1.4602
305028,-0.0390999999999977,1.4385
305029,-0.097999999999999,2.0731
305030,0.0578000000000003,1.048
305031,-0.945600000000001,0.108000000000001
305032,-0.161100000000001,1.4473
305033,-0.3644,1.0409
305034,-0.031600000000001,1.5627
305035,-0.322200000000002,1.6137
305036,-0.265999999999998,1.4501
305037,-0.122799999999998,1.4126
305038,-0.346399999999999,1.197
305039,-0.209,1.3521
305040,-0.2135,1.4217
305041,-0.203599999999998,1.4252
305042,-0.174600000000002,1.3717
305043,-0.138200000000001,1.4637
305044,-0.160800000000002,1.3796
305045,-0.110800000000001,1.4537
305046,-0.0041000000000011,1.5295
305047,-0.3171,1.2024
305048,-0.0717999999999996,1.4593
305049,-0.091899999999999,1.4809
305050,-0.0773999999999972,1.5117
305051,-0.152000000000001,1.5203
305052,-0.358599999999999,1.1383
305053,-0.1995,1.4041
305054,-0.00350000000000072,0.7491
305055,-0.0240999999999971,1.5096
305056,-0.3903,1.2588
305057,-0.0751000000000026,1.5107
305058,-0.191100000000002,1.4614
305059,-0.013300000000001,1.3996
305060,-0.152900000000002,1.4672
305061,0.0517000000000003,1.0363
305062,-0.144499999999997,1.3248
305063,-0.0944000000000003,1.4423
305064,-0.200800000000001,1.3608
305065,-0.232900000000001,1.3159
305066,-0.105500000000003,1.4314
305067,-0.0846,0.789200000000001
305068,-0.3529,1.0434
305069,-0.150499999999997,1.4944
305070,-0.153099999999998,1.5163
305071,-0.218399999999999,1.3919
305072,-0.148999999999997,1.4489
305073,-0.1312,1.4659
305074,-0.142299999999999,1.5527
305075,-0.0964999999999989,1.3332
305076,-0.100899999999999,1.4873
305077,-0.191300000000002,1.4773
305078,0.0720999999999989,1.5377
305079,-0.0340999999999987,1.4851
305080,-0.0296000000000021,1.496
305081,-0.3933,1.1636
305082,-0.1678,1.509
305083,-0.1256,1.5035
305084,-0.153000000000002,1.4995
305085,-0.109000000000002,1.5223
305086,-0.5305,0.978900000000001
305087,-0.1585,1.4556
305088,-0.0779999999999994,1.4701
305089,-0.1571,1.5195
305090,-0.366800000000001,1.106
305091,-0.1479,1.5183
305092,-0.258099999999999,1.249
305093,-0.1059,1.2412
305094,-0.224599999999999,1.3449
305095,-0.216699999999999,1.3345
305096,-0.3246,1.2158
305097,-0.141400000000001,1.5091
305098,-0.279699999999998,1.4227
305099,-0.127800000000001,1.482
305100,-0.284700000000001,1.1067
305101,-0.224299999999999,1.3198
305102,-0.0797999999999988,1.485
305103,-0.2042,1.2458
305104,-0.144499999999997,1.4805
305105,-0.237000000000002,1.2958
305106,-0.124500000000001,1.4809
305107,-0.0175000000000018,1.4875
305108,0.0657000000000032,1.5677
305109,0.0132000000000012,1.5844
305110,-0.0146000000000015,1.5525
305111,-0.0103000000000009,1.4808
305112,-0.1907,1.4895
305113,-0.1067,1.5749
305114,0.0236000000000001,1.4969
305115,-0.069700000000001,1.486
305116,-0.144800000000002,1.3972
305117,-0.063799999999997,1.4798
305118,-0.121500000000001,1.5801
305119,-0.1112,1.5421
305120,-0.385999999999999,1.1039
305121,-0.120100000000001,1.4311
305122,-0.173999999999999,1.464
305123,-0.232800000000001,1.3326
305124,-0.251799999999999,1.3098
305125,-0.1591,1.4453
305126,-0.2239,1.402
305127,-0.093,1.5225
305128,-0.1769,1.2872
305129,-0.152899999999999,1.4025
305130,-0.209000000000003,1.3132
305131,-0.144499999999999,1.3227
305132,-0.206899999999999,1.3323
305133,-0.1768,1.4658
305134,-0.374199999999998,1.0122
305135,-0.2408,1.293
305136,-0.522299999999998,2.3522
305137,0.1157,1.6268
305138,-0.0162000000000013,1.4621
305139,-0.0100000000000016,1.4849
305140,0.0130999999999997,1.4501
305141,-0.0932000000000013,1.4228
305142,-0.0988999999999969,1.4073
305143,-0.16,1.4179
305144,-0.114599999999999,1.4343
305145,-0.0822000000000003,1.4613
305146,-0.143599999999999,1.4536
305147,-0.293199999999999,1.2852
305148,-0.270299999999999,1.2026
305149,-0.0884999999999998,1.5044
305150,-0.6608,0.100099999999999
305151,-0.206499999999998,1.3915
305152,-0.0748999999999995,1.4408
305153,-0.0063999999999993,1.5235
305154,-0.1205,1.4193
305155,-0.1617,0.1168
305156,-0.264000000000001,1.2444
305157,-0.598699999999999,-0.3055
305158,-0.0512999999999977,1.4743
305159,-0.4291,1.1575
305160,-0.0751000000000026,1.4777
305161,-0.0830999999999982,1.4847
305162,-0.130199999999999,1.4025
305163,-0.118699999999999,1.4546
305164,-0.0550000000000015,1.6227
305165,-0.0457999999999998,1.5236
305166,-0.0254000000000012,1.5277
305167,-0.316299999999998,1.1497
305168,-0.0947999999999993,1.5278
305169,-0.144200000000001,1.3123
305170,-0.453399999999998,1.0234
305171,-0.422800000000001,0.9457
305172,-0.1952,1.3238
305173,-0.293799999999997,1.2707
305174,-0.297000000000001,1.3794
305175,-0.167099999999998,1.2711
305176,-0.204800000000002,1.3166
305177,-0.1256,1.4375
305178,-0.154799999999998,1.4451
305179,-0.1753,1.3428
305180,-0.280999999999999,1.3087
305181,-0.148300000000001,1.524
305182,-0.141500000000001,1.5459
305183,-0.2805,1.3647
305184,-0.1676,1.3203
305185,-0.282900000000001,1.1062
305186,-0.1221,1.3933
305187,-0.124399999999998,1.4831
305188,-0.135900000000003,1.395
305189,0.0274999999999999,1.495
305190,-0.459199999999999,1.0241
305191,0.0130000000000017,1.5033
305192,-0.204900000000002,1.3914
305193,-0.233999999999998,1.4376
305194,-0.1211,1.5697
305195,-0.2531,1.4442
305196,-0.0751999999999988,1.5267
305197,-0.116299999999999,1.5623
305198,-0.0343,1.3953
305199,-0.0016000000000016,1.4913
305200,-0.0233999999999988,1.4672
305201,-0.407,1.0594
305202,-0.0183,1.5031
305203,-0.0204000000000022,1.5019
305204,-0.0213999999999999,1.5477
305205,-0.114099999999997,1.5037
305206,-0.0579000000000001,1.5098
305207,-0.1111,1.3708
305208,-0.0137999999999998,1.6196
305209,-0.233099999999999,1.4194
305210,-0.3156,1.1686
305211,-0.156500000000001,1.4157
305212,-0.2927,1.3582
305213,-0.172900000000002,1.3283
305214,-0.305300000000001,1.3533
305215,-0.198899999999998,1.2822
305216,-0.141099999999998,1.4782
305217,-0.179,1.4081
305218,-0.0490999999999993,1.2688
305219,-0.0395000000000003,1.2839
305220,-0.4862,1.0081
305221,-0.0814999999999984,1.4027
305222,-0.00389999999999979,1.5345
305223,-0.0364000000000004,1.5626
305224,-0.188700000000001,1.5755
305225,-0.243299999999998,1.3726
305226,-0.164999999999999,1.3826
305227,-0.00599999999999667,1.5012
305228,-0.128399999999999,1.4842
305229,-0.242099999999997,1.3467
305230,-0.00590000000000046,1.5007
305231,-0.367199999999999,1.0441
305232,-0.0760000000000005,1.5128
305233,-0.114500000000003,1.558
305234,-0.0302000000000007,1.4036
305235,-0.164199999999997,1.3895
305236,-0.383800000000001,1.031
305237,-0.123100000000001,1.5009
305238,-0.148899999999999,1.4671
305239,-0.0772999999999993,1.5389
305240,-0.457300000000002,1.0454
305241,-0.165199999999999,1.4116
305242,-0.197600000000001,1.494
305243,-0.285599999999999,1.2615
305244,-0.238399999999999,1.4463
305245,0.0206999999999997,1.5109
305246,-0.482500000000002,1.591
305247,-0.3278,1.0311
305248,-0.348100000000002,1.3889
305249,-0.1066,1.4488
305250,-0.379100000000001,0.9938
305251,-0.0965999999999987,1.4372
305252,-0.205399999999997,1.459
305253,-0.1462,1.3512
305254,0.0389999999999979,1.6053
305255,0.0243000000000002,1.5482
305256,-0.142600000000002,1.4556
305257,-0.0336999999999996,1.5498
305258,-0.0678999999999981,1.4783
305259,-0.0583999999999989,1.4865
305260,-0.176300000000001,1.4049
305261,-0.1168,1.4523
305262,-0.390700000000002,1.2875
305263,-0.0849000000000011,1.4857
305264,-0.266299999999998,1.3152
305265,-0.426600000000001,1.1024
305266,-0.148899999999999,1.4124
305267,-0.2242,1.3779
305268,-0.2788,1.3127
305269,-0.215900000000001,1.4424
305270,-0.158100000000001,1.4861
305271,-0.519300000000001,1.0148
305272,-0.241999999999997,1.3511
305273,-0.0594000000000001,1.5582
305274,-0.2194,1.3963
